user_id,product_id,rating,timestamp
U011,P073,3.0,2024-06-22
U011,P064,3.5,2024-01-04
U011,P079,2.0,2024-03-14
U011,P072,4.0,2024-02-05
U011,P074,2.0,2024-11-20
U011,P139,1.0,2024-02-16
U012,P014,4.5,2024-02-26
U012,P025,4.0,2024-12-13
U012,P027,5.0,2024-10-30
U012,P030,4.5,2024-09-26
U012,P022,5.0,2024-06-06
U012,P011,3.5,2024-04-22
U012,P024,4.5,2024-11-02
U012,P020,3.5,2024-01-04
U012,P021,4.0,2024-06-03
U012,P127,4.0,2024-03-11
U012,P129,4.0,2024-05-28
U012,P006,4.0,2024-03-02
U012,P004,3.5,2024-09-11
U012,P010,5.0,2024-08-08
U012,P135,4.0,2024-03-07
U012,P130,4.5,2024-09-29
U012,P128,5.0,2024-04-27
U012,P018,4.5,2024-10-13
U012,P015,5.0,2024-06-30
U012,P136,3.5,2024-07-22
U012,P144,5.0,2024-01-22
U012,P093,4.0,2024-01-10
U012,P108,4.5,2024-02-09
U012,P087,3.5,2024-10-21
U012,P084,4.0,2024-10-20
U012,P065,4.0,2024-12-29
U012,P058,4.0,2024-05-28
U012,P146,1.5,2024-07-26
U012,P096,1.0,2024-06-15
U012,P045,2.0,2024-11-12
U012,P075,4.5,2024-12-19
U013,P028,5.0,2024-02-28
U013,P007,4.5,2024-09-18
U013,P016,4.0,2024-06-27
U013,P144,4.0,2024-11-26
U013,P128,4.0,2024-04-30
U013,P026,3.5,2024-03-15
U013,P124,4.0,2024-04-11
U013,P006,4.0,2024-11-04
U013,P135,4.0,2024-12-01
U013,P020,3.5,2024-03-31
U013,P022,5.0,2024-09-09
U013,P059,4.5,2024-10-15
U013,P073,4.5,2024-12-14
U013,P149,3.5,2024-11-17
U013,P052,3.5,2024-03-18
U013,P040,4.5,2024-02-04
U013,P096,4.5,2024-08-14
U014,P028,5.0,2024-01-22
U014,P108,4.5,2024-10-19
U014,P004,5.0,2024-04-06
U014,P093,4.0,2024-11-05
U014,P103,4.5,2024-09-13
U014,P005,4.0,2024-02-01
U014,P030,4.5,2024-02-22
U014,P100,4.0,2024-12-31
U014,P099,3.5,2024-09-15
U014,P003,5.0,2024-03-29
U014,P134,3.5,2024-05-06
U014,P094,5.0,2024-08-12
U014,P029,4.5,2024-09-25
U014,P110,4.5,2024-11-08
U014,P091,4.0,2024-07-05
U014,P098,4.0,2024-05-24
U014,P032,4.0,2024-07-28
U014,P119,3.5,2024-12-13
U014,P117,1.0,2024-11-19
U014,P085,3.5,2024-02-03
U014,P070,3.5,2024-02-18
U014,P080,5.0,2024-12-13
U014,P115,4.0,2024-05-25
U014,P111,3.0,2024-12-02
U015,P092,5.0,2024-12-09
U015,P006,4.5,2024-09-17
U015,P108,4.0,2024-01-10
U015,P010,4.0,2024-06-07
U015,P093,4.0,2024-04-19
U015,P030,4.0,2024-09-05
U015,P096,4.0,2024-04-25
U015,P009,4.0,2024-03-20
U015,P135,3.5,2024-05-31
U015,P110,3.5,2024-09-16
U015,P095,4.5,2024-09-26
U015,P136,3.5,2024-12-04
U015,P134,4.0,2024-11-12
U015,P126,2.0,2024-11-01
U015,P130,4.0,2024-03-19
U015,P140,2.0,2024-04-02
U015,P128,2.0,2024-08-12
U015,P088,1.0,2024-07-29
U015,P032,3.5,2024-12-12
U016,P069,4.0,2024-11-05
U016,P120,4.0,2024-05-08
U016,P019,3.5,2024-11-24
U016,P141,4.5,2024-07-09
U016,P140,4.5,2024-02-22
U016,P144,5.0,2024-09-21
U016,P015,3.5,2024-05-25
U016,P115,3.5,2024-03-23
U016,P016,4.0,2024-08-18
U016,P020,4.5,2024-03-16
U016,P111,4.5,2024-02-16
U016,P013,4.0,2024-08-18
U016,P064,4.0,2024-01-14
U016,P117,4.5,2024-01-28
U016,P139,4.5,2024-09-14
U016,P090,3.5,2024-04-30
U016,P057,4.0,2024-02-11
U016,P079,3.5,2024-04-24
U016,P095,1.0,2024-06-12
U016,P098,1.5,2024-12-31
U016,P084,3.5,2024-03-15
U016,P041,2.0,2024-01-20
U017,P140,4.5,2024-01-09
U017,P019,5.0,2024-09-20
U017,P141,4.5,2024-05-03
U017,P111,5.0,2024-03-14
U017,P069,4.0,2024-08-07
U017,P120,3.5,2024-11-10
U017,P011,4.0,2024-05-03
U017,P016,4.5,2024-08-01
U017,P012,4.0,2024-12-06
U017,P057,5.0,2024-02-13
U017,P054,4.5,2024-07-03
U017,P020,3.5,2024-09-26
U017,P116,4.5,2024-09-16
U017,P114,4.5,2024-10-10
U017,P068,3.5,2024-07-18
U017,P018,4.5,2024-01-23
U017,P059,5.0,2024-07-17
U017,P056,4.0,2024-05-09
U017,P118,5.0,2024-01-09
U017,P014,4.0,2024-02-04
U017,P131,4.0,2024-05-03
U017,P041,1.5,2024-10-24
U017,P084,3.5,2024-03-09
U017,P122,1.0,2024-06-29
U017,P110,5.0,2024-06-22
U017,P089,2.0,2024-12-16
U017,P009,4.5,2024-12-22
U017,P025,4.5,2024-11-19
U017,P094,2.0,2024-03-10
U017,P107,1.5,2024-08-22
U018,P013,4.5,2024-07-16
U018,P003,4.0,2024-04-05
U018,P144,4.5,2024-12-20
U018,P143,4.5,2024-07-07
U018,P061,4.5,2024-05-16
U018,P020,3.5,2024-08-05
U018,P113,3.5,2024-08-08
U018,P066,4.5,2024-04-02
U018,P115,4.5,2024-05-30
U018,P111,4.0,2024-02-22
U018,P017,3.5,2024-06-16
U018,P141,5.0,2024-05-31
U018,P142,4.0,2024-08-16
U018,P019,4.5,2024-08-06
U018,P063,4.0,2024-12-19
U018,P004,4.5,2024-06-28
U018,P124,4.5,2024-01-22
U018,P073,3.5,2024-11-10
U018,P055,4.0,2024-05-20
U018,P036,1.0,2024-02-08
U018,P078,4.0,2024-07-05
U018,P086,5.0,2024-12-13
U018,P082,2.0,2024-01-16
U018,P148,2.0,2024-11-07
U019,P049,4.5,2024-05-26
U019,P023,5.0,2024-09-08
U019,P029,4.0,2024-03-03
U019,P025,4.0,2024-02-07
U019,P036,4.5,2024-03-29
U019,P044,5.0,2024-08-15
U019,P080,3.5,2024-12-15
U019,P045,4.0,2024-12-07
U019,P077,4.0,2024-12-29
U019,P147,3.5,2024-10-08
U019,P030,4.5,2024-05-28
U019,P148,4.0,2024-03-21
U019,P079,5.0,2024-12-29
U019,P073,5.0,2024-11-22
U019,P035,4.0,2024-07-04
U019,P078,4.5,2024-04-24
U019,P076,3.5,2024-04-12
U019,P039,4.0,2024-05-01
U019,P145,4.5,2024-01-14
U019,P037,4.0,2024-10-10
U019,P032,4.5,2024-07-07
U019,P033,4.5,2024-10-09
U019,P031,4.0,2024-11-09
U019,P041,3.5,2024-02-03
U019,P146,4.0,2024-07-22
U019,P028,5.0,2024-09-02
U019,P024,4.5,2024-07-29
U019,P021,4.5,2024-10-21
U019,P135,1.5,2024-03-05
U019,P054,3.5,2024-11-24
U019,P104,1.5,2024-08-18
U019,P107,4.5,2024-12-14
U019,P090,5.0,2024-06-25
U019,P112,2.0,2024-10-09
U019,P016,2.0,2024-03-07
U019,P064,4.0,2024-09-14
U019,P141,1.0,2024-03-04
U019,P131,5.0,2024-03-19
U019,P098,3.0,2024-03-25
U019,P058,2.0,2024-06-14
U020,P063,4.5,2024-06-21
U020,P114,4.5,2024-01-22
U020,P059,3.5,2024-02-11
U020,P016,3.5,2024-11-24
U020,P057,4.5,2024-05-15
U020,P053,5.0,2024-04-17
U020,P131,4.5,2024-08-01
U020,P116,4.5,2024-11-23
U020,P058,3.5,2024-09-11
U020,P019,5.0,2024-10-06
U020,P060,4.0,2024-11-24
U020,P115,4.0,2024-09-04
U020,P141,4.0,2024-12-16
U020,P113,4.5,2024-06-01
U020,P051,4.5,2024-02-07
U020,P106,1.0,2024-03-21
U020,P105,4.5,2024-07-31
U020,P030,4.5,2024-08-25
U020,P032,2.5,2024-06-23
U020,P125,2.0,2024-06-09
U020,P110,3.5,2024-06-25
U020,P134,4.0,2024-03-07
U021,P116,4.5,2024-09-15
U021,P017,4.5,2024-05-03
U021,P061,4.0,2024-10-25
U021,P056,4.0,2024-01-25
U021,P070,3.5,2024-05-24
U021,P018,4.5,2024-11-01
U021,P058,5.0,2024-12-10
U021,P069,4.5,2024-05-26
U021,P141,4.5,2024-01-05
U021,P020,3.5,2024-08-08
U021,P143,4.0,2024-05-15
U021,P014,5.0,2024-07-06
U021,P059,4.5,2024-07-06
U021,P065,3.5,2024-07-24
U021,P067,3.5,2024-10-18
U021,P131,4.5,2024-04-09
U021,P051,4.0,2024-10-10
U021,P142,4.0,2024-02-07
U021,P140,4.5,2024-09-15
U021,P117,4.5,2024-10-08
U021,P064,4.0,2024-11-15
U021,P071,1.5,2024-03-06
U021,P035,1.5,2024-07-20
U021,P147,3.5,2024-06-22
U021,P031,5.0,2024-07-06
U021,P094,2.0,2024-04-11
U021,P096,5.0,2024-07-24
U021,P090,5.0,2024-01-21
U021,P050,1.0,2024-01-20
U021,P003,2.0,2024-12-31
U021,P022,3.5,2024-08-30
U022,P030,3.5,2024-11-01
U022,P129,4.5,2024-05-15
U022,P123,5.0,2024-10-23
U022,P029,4.5,2024-04-26
U022,P091,5.0,2024-01-27
U022,P145,4.5,2024-09-02
U022,P031,4.0,2024-09-25
U022,P096,5.0,2024-11-13
U022,P040,4.5,2024-03-16
U022,P092,5.0,2024-05-04
U022,P136,3.5,2024-10-20
U022,P122,5.0,2024-02-26
U022,P093,4.0,2024-01-10
U022,P039,4.5,2024-06-09
U022,P146,4.5,2024-03-18
U022,P036,4.5,2024-12-19
U022,P097,4.0,2024-07-29
U022,P021,4.5,2024-11-09
U022,P032,4.5,2024-02-01
U022,P127,5.0,2024-03-11
U022,P117,5.0,2024-04-16
U022,P015,5.0,2024-06-15
U022,P074,4.5,2024-09-26
U022,P105,4.0,2024-06-09
U022,P060,2.0,2024-08-23
U022,P143,5.0,2024-06-24
U022,P133,5.0,2024-06-30
U022,P119,3.0,2024-11-08
U022,P111,4.5,2024-04-08
U023,P116,5.0,2024-02-10
U023,P060,4.0,2024-08-14
U023,P055,5.0,2024-05-11
U023,P143,5.0,2024-09-02
U023,P059,4.0,2024-04-13
U023,P054,4.5,2024-05-18
U023,P112,4.5,2024-12-22
U023,P061,4.0,2024-03-11
U023,P111,3.5,2024-11-11
U023,P063,5.0,2024-10-27
U023,P144,4.0,2024-05-04
U023,P058,3.5,2024-12-08
U023,P140,4.5,2024-04-25
U023,P018,5.0,2024-04-29
U023,P115,3.5,2024-02-21
U023,P065,4.5,2024-06-18
U023,P081,4.5,2024-02-21
U023,P075,2.0,2024-01-03
U023,P148,5.0,2024-03-21
U023,P029,4.0,2024-11-30
U023,P048,4.5,2024-09-01
U023,P006,2.5,2024-05-27
U023,P047,3.5,2024-05-26
U024,P026,3.5,2024-01-05
U024,P145,4.0,2024-10-17
U024,P077,4.5,2024-02-24
U024,P035,4.0,2024-05-25
U024,P075,4.5,2024-11-24
U024,P023,4.5,2024-09-25
U024,P032,4.5,2024-03-09
U024,P047,4.5,2024-08-27
U024,P079,4.0,2024-04-08
U024,P080,3.5,2024-06-18
U024,P046,4.0,2024-08-22
U024,P142,3.0,2024-04-05
U024,P104,1.0,2024-06-21
U024,P054,3.0,2024-10-17
U024,P137,2.5,2024-03-30
U024,P068,4.0,2024-08-06
U025,P006,4.0,2024-02-01
U025,P026,5.0,2024-03-01
U025,P134,4.5,2024-06-06
U025,P007,4.0,2024-07-26
U025,P012,5.0,2024-09-14
U025,P009,5.0,2024-06-08
U025,P121,5.0,2024-03-01
U025,P021,5.0,2024-05-31
U025,P016,4.0,2024-11-10
U025,P001,4.0,2024-04-22
U025,P017,4.0,2024-09-01
U025,P025,4.0,2024-08-20
U025,P132,5.0,2024-11-06
U025,P029,4.0,2024-07-31
U025,P018,5.0,2024-10-08
U025,P022,4.5,2024-10-02
U025,P020,5.0,2024-04-21
U025,P105,2.5,2024-12-14
U025,P138,1.5,2024-09-26
U025,P104,4.5,2024-09-27
U025,P032,3.5,2024-02-09
U025,P064,1.5,2024-02-01
U025,P114,5.0,2024-09-15
U025,P077,2.5,2024-10-20
U025,P119,5.0,2024-03-17
U026,P124,3.5,2024-04-21
U026,P029,4.5,2024-02-07
U026,P008,3.5,2024-08-04
U026,P135,4.0,2024-12-24
U026,P014,3.5,2024-10-04
U026,P128,3.5,2024-02-05
U026,P122,4.5,2024-01-17
U026,P006,4.0,2024-07-28
U026,P123,4.0,2024-03-10
U026,P143,5.0,2024-11-26
U026,P004,4.5,2024-07-10
U026,P030,4.5,2024-08-17
U026,P009,4.5,2024-07-11
U026,P132,3.5,2024-12-15
U026,P027,5.0,2024-10-03
U026,P141,4.0,2024-11-30
U026,P129,4.0,2024-03-01
U026,P102,2.0,2024-10-02
U026,P090,4.0,2024-09-27
U026,P117,2.0,2024-04-24
U026,P070,1.0,2024-01-12
U026,P138,3.0,2024-08-25
U026,P033,5.0,2024-08-05
U026,P081,5.0,2024-07-13
U026,P063,2.5,2024-05-06
U027,P020,4.0,2024-09-14
U027,P058,4.0,2024-04-29
U027,P053,5.0,2024-10-21
U027,P018,4.0,2024-10-22
U027,P013,4.5,2024-12-10
U027,P138,4.0,2024-05-01
U027,P067,4.0,2024-03-14
U027,P120,5.0,2024-09-23
U027,P012,4.0,2024-07-30
U027,P056,4.0,2024-05-20
U027,P054,3.5,2024-10-12
U027,P015,4.5,2024-03-30
U027,P017,5.0,2024-12-13
U027,P140,4.5,2024-10-11
U027,P069,4.5,2024-01-25
U027,P014,4.0,2024-11-25
U027,P137,5.0,2024-07-14
U027,P116,4.5,2024-06-12
U027,P082,4.0,2024-07-28
U027,P087,2.0,2024-06-02
U027,P040,4.0,2024-04-04
U027,P100,5.0,2024-08-30
U027,P038,2.5,2024-04-25
U027,P146,3.0,2024-12-28
U027,P149,2.0,2024-08-25
U027,P008,1.0,2024-10-14
U028,P126,4.0,2024-06-19
U028,P124,4.0,2024-01-08
U028,P009,4.0,2024-04-07
U028,P025,5.0,2024-03-01
U028,P016,5.0,2024-09-02
U028,P017,4.0,2024-12-22
U028,P014,4.5,2024-12-26
U028,P022,4.0,2024-07-22
U028,P006,4.0,2024-10-09
U028,P029,4.0,2024-05-24
U028,P024,4.5,2024-08-26
U028,P132,4.5,2024-11-28
U028,P125,4.0,2024-06-06
U028,P013,4.0,2024-07-03
U028,P004,4.5,2024-09-11
U028,P018,4.5,2024-02-20
U028,P141,5.0,2024-08-28
U028,P003,4.0,2024-04-14
U028,P028,4.0,2024-06-09
U028,P040,4.0,2024-01-24
U028,P055,2.5,2024-03-15
U028,P147,1.0,2024-05-13
U028,P106,5.0,2024-10-26
U028,P138,4.0,2024-05-31
U028,P116,2.0,2024-04-10
U028,P102,3.5,2024-04-27
U028,P058,4.0,2024-10-18
U028,P092,2.5,2024-09-12
U029,P135,4.0,2024-09-15
U029,P062,4.5,2024-07-10
U029,P017,3.5,2024-11-12
U029,P141,5.0,2024-12-07
U029,P112,4.5,2024-09-04
U029,P139,5.0,2024-09-06
U029,P133,3.5,2024-01-04
U029,P140,4.5,2024-10-09
U029,P070,4.5,2024-01-07
U029,P011,3.5,2024-09-28
U029,P063,5.0,2024-05-20
U029,P134,4.5,2024-05-26
U029,P009,3.5,2024-09-14
U029,P115,5.0,2024-12-11
U029,P137,4.5,2024-04-01
U029,P012,3.5,2024-02-19
U029,P119,4.5,2024-03-17
U029,P004,4.0,2024-04-08
U029,P114,4.5,2024-09-26
U029,P003,4.0,2024-06-30
U029,P005,4.0,2024-07-22
U029,P111,3.5,2024-07-10
U029,P067,4.5,2024-08-23
U029,P143,4.5,2024-05-04
U029,P027,2.5,2024-06-02
U029,P150,1.5,2024-11-30
U029,P021,1.0,2024-02-17
U029,P083,4.0,2024-07-13
U029,P038,4.0,2024-10-09
U029,P121,4.5,2024-01-29
U029,P050,1.0,2024-12-25
U029,P029,2.0,2024-02-12
U029,P131,4.5,2024-08-10
U029,P040,3.5,2024-10-16
U029,P022,1.5,2024-09-27
U030,P054,4.0,2024-10-15
U030,P140,4.0,2024-10-17
U030,P117,4.5,2024-12-12
U030,P111,4.5,2024-06-18
U030,P058,4.5,2024-03-12
U030,P013,5.0,2024-02-10
U030,P015,4.5,2024-06-26
U030,P143,3.5,2024-02-20
U030,P115,4.5,2024-04-28
U030,P142,3.5,2024-06-23
U030,P139,4.5,2024-11-10
U030,P052,4.5,2024-07-22
U030,P061,4.0,2024-01-16
U030,P012,5.0,2024-05-19
U030,P144,4.5,2024-09-08
U030,P106,2.5,2024-07-01
U030,P029,5.0,2024-07-11
U030,P146,4.0,2024-04-05
U030,P133,4.0,2024-02-13
U030,P081,3.0,2024-05-06
U030,P010,1.5,2024-02-12
U030,P049,3.0,2024-03-19
U031,P143,4.5,2024-09-23
U031,P132,4.0,2024-12-16
U031,P010,4.5,2024-03-27
U031,P140,4.0,2024-05-17
U031,P065,4.0,2024-05-17
U031,P061,4.5,2024-03-15
U031,P064,3.5,2024-03-26
U031,P007,4.5,2024-05-21
U031,P006,4.5,2024-06-02
U031,P001,4.5,2024-02-09
U031,P020,4.0,2024-05-08
U031,P069,4.0,2024-11-16
U031,P138,4.5,2024-10-31
U031,P018,4.5,2024-04-10
U031,P137,4.5,2024-02-24
U031,P009,4.0,2024-06-04
U031,P135,3.5,2024-07-21
U031,P012,4.0,2024-11-13
U031,P068,4.5,2024-06-17
U031,P144,4.5,2024-06-20
U031,P067,4.5,2024-11-29
U031,P004,4.5,2024-03-10
U031,P134,4.0,2024-06-13
U031,P003,4.5,2024-12-21
U031,P115,4.0,2024-09-02
U031,P101,3.5,2024-03-31
U031,P032,4.0,2024-06-12
U031,P107,3.0,2024-12-21
U031,P072,4.5,2024-10-21
U031,P080,2.5,2024-06-15
U031,P022,4.0,2024-05-23
U031,P058,4.0,2024-07-05
U031,P083,1.5,2024-10-15
U031,P031,2.5,2024-10-30
U031,P145,5.0,2024-04-02
U031,P102,5.0,2024-01-14
U031,P052,4.5,2024-12-28
U032,P029,3.5,2024-02-25
U032,P005,4.0,2024-12-02
U032,P097,5.0,2024-06-30
U032,P102,4.0,2024-11-27
U032,P009,4.5,2024-01-23
U032,P030,4.5,2024-11-26
U032,P026,5.0,2024-11-27
U032,P027,4.5,2024-06-18
U032,P010,4.5,2024-02-24
U032,P098,3.5,2024-02-20
U032,P095,4.0,2024-04-23
U032,P135,4.5,2024-09-22
U032,P099,4.5,2024-10-24
U032,P101,5.0,2024-10-21
