user_id,product_id,rating
U005,P395,4.1
U005,P469,2.2
U005,P242,3.7
U005,P136,4.1
U005,P296,3.9
U005,P252,3.2
U005,P216,4.9
U005,P032,4.4
U005,P480,2.3
U005,P474,2.9
U005,P189,3.5
U005,P312,3.9
U005,P126,4.1
U005,P272,4.4
U005,P076,4.5
U005,P185,4.2
U005,P030,4.2
U005,P203,3.8
U005,P352,4.2
U005,P170,3.8
U005,P421,4.7
U005,P111,1.9
U005,P128,3.6
U005,P207,4.3
U005,P384,4.4
U005,P493,4.0
U005,P365,4.7
U005,P048,4.6
U005,P462,4.5
U005,P021,3.8
U005,P438,2.0
U005,P389,1.6
U005,P038,3.9
U005,P194,4.2
U005,P267,4.8
U005,P360,3.6
U005,P345,2.5
U005,P161,3.1
U005,P416,3.8
U005,P412,4.5
U005,P050,4.2
U005,P028,3.9
U005,P375,3.1
U005,P018,1.5
U005,P238,4.6
U005,P470,3.4
U005,P476,3.7
U005,P079,4.1
U005,P333,1.9
U005,P193,4.9
U005,P344,2.8
U006,P404,4.0
U006,P190,4.3
U006,P253,1.8
U006,P443,2.1
U006,P321,4.5
U006,P101,4.6
U006,P436,3.6
U006,P252,2.5
U006,P254,2.9
U006,P458,4.1
U006,P487,3.8
U006,P477,2.6
U006,P301,4.9
U006,P312,3.0
U006,P205,4.5
U006,P279,4.8
U006,P295,4.6
U006,P085,4.1
U006,P180,1.5
U006,P333,4.0
U006,P282,4.6
U006,P391,3.6
U006,P426,4.9
U006,P284,4.1
U006,P461,4.6
U006,P239,2.9
U006,P287,4.4
U006,P324,3.8
U006,P337,3.8
U006,P178,2.6
U006,P070,1.6
U006,P233,4.0
U006,P280,4.5
U006,P281,4.1
U006,P082,3.7
U006,P259,2.7
U006,P439,3.7
U007,P095,2.7
U007,P346,3.9
U007,P017,4.1
U007,P069,4.4
U007,P254,4.9
U007,P115,4.6
U007,P480,3.4
U007,P019,3.7
U007,P013,4.0
U007,P026,2.9
U007,P176,4.9
U007,P140,4.4
U007,P113,4.9
U007,P471,2.4
U007,P139,4.9
U007,P448,2.0
U007,P237,4.4
U007,P192,3.6
U007,P170,3.9
U007,P169,4.5
U007,P408,2.3
U007,P383,4.5
U007,P152,3.5
U007,P333,3.5
U007,P347,4.3
U007,P188,1.6
U007,P240,4.3
U007,P089,3.2
U007,P021,1.7
U007,P389,4.5
U007,P398,3.5
U007,P386,4.1
U007,P062,4.2
U007,P345,4.2
U007,P116,4.0
U007,P396,4.8
U007,P424,4.2
U007,P109,1.9
U007,P161,1.9
U007,P142,4.3
U007,P144,4.5
U007,P464,4.4
U007,P465,4.9
U007,P496,4.7
U007,P053,4.2
U007,P031,3.6
U007,P051,4.4
U007,P445,4.0
U008,P168,3.0
U008,P311,4.2
U008,P157,2.8
U008,P204,4.1
U008,P200,4.6
U008,P395,4.0
U008,P403,4.6
U008,P184,3.9
U008,P068,2.1
U008,P289,1.8
U008,P312,3.8
U008,P315,3.7
U008,P232,2.8
U008,P340,3.4
U008,P472,2.0
U008,P209,3.8
U008,P192,4.2
U008,P326,3.3
U008,P348,3.9
U008,P485,2.8
U008,P491,3.9
U008,P023,3.7
U008,P409,3.8
U008,P479,3.8
U008,P308,3.8
U008,P092,3.5
U008,P208,4.3
U008,P360,3.9
U008,P121,5.0
U008,P199,4.3
U008,P353,4.5
U008,P028,3.7
U008,P422,4.8
U008,P499,4.2
U008,P238,3.7
U008,P186,4.4
U008,P411,4.2
U008,P009,2.6
U009,P129,3.7
U009,P100,4.1
U009,P034,4.5
U009,P395,4.2
U009,P460,1.6
U009,P214,3.9
U009,P216,3.9
U009,P039,4.8
U009,P037,3.6
U009,P362,3.9
U009,P071,2.2
U009,P410,4.7
U009,P166,3.0
U009,P179,3.5
U009,P210,3.8
U009,P152,1.8
U009,P201,3.8
U009,P111,1.9
U009,P407,3.9
U009,P365,3.7
U009,P119,1.6
U009,P358,4.7
U009,P484,3.0
U009,P092,4.7
U009,P217,4.9
U009,P062,2.6
U009,P121,4.2
U009,P059,2.3
U009,P399,2.5
U009,P412,3.9
U009,P353,4.3
U009,P028,4.2
U009,P377,4.4
U009,P422,4.8
U009,P195,4.6
U009,P150,3.0
U009,P476,3.5
U009,P215,3.8
U010,P310,4.3
U010,P419,4.9
U010,P127,4.2
U010,P323,3.2
U010,P145,3.7
U010,P428,5.0
U010,P460,3.0
U010,P136,3.9
U010,P458,1.9
U010,P032,4.3
U010,P482,2.9
U010,P393,1.7
U010,P184,5.0
U010,P414,4.9
U010,P189,4.2
U010,P309,3.7
U010,P367,4.7
U010,P314,4.2
U010,P379,3.3
U010,P410,4.3
U010,P025,3.9
U010,P293,3.6
U010,P123,5.0
U010,P138,2.1
U010,P209,4.3
U010,P307,4.1
U010,P180,3.8
U010,P408,4.3
U010,P047,3.7
U010,P421,4.8
U010,P333,2.2
U010,P182,4.7
U010,P094,4.1
U010,P426,4.9
U010,P479,4.3
U010,P361,4.7
U010,P001,2.2
U010,P381,2.2
U010,P206,4.4
U010,P405,5.0
U010,P048,2.7
U010,P369,1.9
U010,P208,4.3
U010,P354,4.0
U010,P267,2.9
U010,P360,4.3
U010,P097,4.2
U010,P366,4.0
U010,P148,2.0
U010,P353,4.5
U010,P196,4.4
U010,P377,3.9
U010,P499,4.7
U010,P035,3.6
U010,P411,4.6
U010,P031,4.6
U011,P102,3.8
U011,P253,3.6
U011,P020,4.7
U011,P067,3.9
U011,P473,4.1
U011,P101,1.9
U011,P346,4.3
U011,P385,4.3
U011,P056,4.7
U011,P063,3.8
U011,P086,1.7
U011,P441,4.8
U011,P039,3.0
U011,P403,2.1
U011,P245,4.9
U011,P224,1.9
U011,P474,4.2
U011,P189,2.1
U011,P371,3.9
U011,P299,1.5
U011,P293,3.5
U011,P004,4.9
U011,P139,4.5
U011,P237,3.7
U011,P179,4.2
U011,P408,2.4
U011,P010,4.4
U011,P384,4.5
U011,P390,4.1
U011,P175,3.9
U011,P249,4.8
U011,P164,3.8
U011,P267,4.1
U011,P396,4.2
U011,P097,2.1
U011,P220,2.9
U011,P070,4.4
U011,P269,5.0
U011,P261,3.9
U011,P159,5.0
U011,P162,4.5
U011,P433,2.2
U011,P481,2.9
U011,P051,4.5
U011,P372,4.6
U012,P135,1.9
U012,P069,3.9
U012,P086,4.8
U012,P197,4.6
U012,P214,5.0
U012,P458,5.0
U012,P449,4.7
U012,P045,4.0
U012,P084,4.7
U012,P160,1.5
U012,P252,2.8
U012,P441,2.6
U012,P483,4.5
U012,P451,4.5
U012,P264,3.0
U012,P336,4.7
U012,P118,3.9
U012,P378,3.7
U012,P437,3.9
U012,P293,3.5
U012,P329,4.8
U012,P244,2.9
U012,P314,3.8
U012,P203,3.8
U012,P141,1.7
U012,P408,4.7
U012,P457,4.9
U012,P182,4.0
U012,P347,2.5
U012,P099,1.8
U012,P278,4.9
U012,P207,4.0
U012,P459,4.2
U012,P426,3.6
U012,P467,3.7
U012,P407,3.7
U012,P339,4.2
U012,P217,4.5
U012,P029,4.6
U012,P402,4.9
U012,P044,4.1
U012,P424,3.4
U012,P109,3.7
U012,P399,4.1
U012,P199,3.6
U012,P031,4.2
U012,P150,4.1
U012,P433,4.9
U012,P188,3.5
U012,P496,2.4
U012,P380,4.2
U012,P439,4.9
U012,P372,3.6
U013,P310,4.0
U013,P190,3.8
U013,P036,3.6
U013,P200,4.6
U013,P395,4.3
U013,P197,4.6
U013,P214,4.2
U013,P120,3.4
U013,P441,2.8
U013,P026,3.7
U013,P126,4.3
U013,P309,4.9
U013,P122,3.6
U013,P123,4.7
U013,P033,4.8
U013,P191,4.3
U013,P087,2.6
U013,P172,3.9
U013,P008,1.7
U013,P192,4.2
U013,P128,4.1
U013,P094,4.5
U013,P316,4.2
U013,P356,4.9
U013,P365,3.6
U013,P461,3.6
U013,P484,3.0
U013,P088,1.7
U013,P021,3.9
U013,P014,3.1
U013,P208,4.3
U013,P038,4.0
U013,P165,4.0
U013,P392,2.8
U013,P077,2.6
U013,P265,3.0
U013,P357,3.6
U013,P105,3.3
U013,P186,4.8
U013,P401,4.5
U013,P193,4.7
U014,P468,3.7
U014,P257,4.3
U014,P478,1.9
U014,P251,4.2
U014,P174,4.8
U014,P440,4.0
U014,P258,4.3
U014,P374,3.7
U014,P242,3.9
U014,P213,2.1
U014,P120,4.1
U014,P019,4.3
U014,P301,3.4
U014,P037,3.1
U014,P176,4.5
U014,P376,4.3
U014,P272,3.0
U014,P143,4.5
U014,P466,4.5
U014,P420,1.6
U014,P234,2.2
U014,P307,3.4
U014,P052,4.9
U014,P383,4.0
U014,P057,3.8
U014,P481,1.9
U014,P407,3.1
U014,P171,3.6
U014,P430,3.4
U014,P373,5.0
U014,P345,3.6
U014,P386,4.3
U014,P398,4.1
U014,P236,4.2
U014,P271,1.9
U014,P396,4.0
U014,P225,2.3
U014,P018,4.9
U014,P093,3.0
U014,P446,4.8
U014,P065,3.7
U014,P053,4.6
U014,P051,3.6
U014,P344,3.6
U015,P419,4.9
U015,P388,4.8
U015,P465,4.4
U015,P311,4.4
U015,P212,4.6
U015,P257,4.1
U015,P330,1.8
U015,P151,1.6
U015,P034,4.0
U015,P041,3.5
U015,P262,3.0
U015,P099,4.7
U015,P449,3.8
U015,P441,3.6
U015,P458,3.6
U015,P039,3.9
U015,P049,3.0
U015,P183,4.3
U015,P289,2.5
U015,P378,4.0
U015,P185,4.0
U015,P203,4.0
U015,P348,3.8
U015,P356,4.3
U015,P273,1.8
U015,P117,4.3
U015,P300,3.8
U015,P462,4.0
U015,P014,4.6
U015,P112,4.7
U015,P283,3.5
U015,P121,3.9
U015,P097,3.7
U015,P424,3.8
U015,P366,4.4
U015,P144,4.6
U015,P177,4.5
U015,P181,3.8
U015,P238,4.7
U015,P005,2.7
U015,P433,3.4
U015,P218,4.6
U015,P489,2.6
U015,P244,4.9
U015,P247,4.3
U016,P146,4.9
U016,P322,3.3
U016,P218,3.6
U016,P313,4.9
U016,P039,4.4
U016,P184,3.8
U016,P309,4.4
U016,P030,4.3
U016,P234,4.9
U016,P260,2.6
U016,P064,3.5
U016,P326,3.6
U016,P400,5.0
U016,P182,3.6
U016,P288,3.1
U016,P488,1.6
U016,P409,4.6
U016,P479,5.0
U016,P175,2.8
U016,P331,3.0
U016,P300,2.4
U016,P040,4.9
U016,P217,4.1
U016,P038,4.7
U016,P453,3.2
U016,P450,1.6
U016,P271,4.4
U016,P220,4.0
U016,P225,4.0
U016,P199,4.3
U016,P195,4.1
U016,P035,3.9
U016,P223,4.8
U016,P131,4.9
U017,P155,1.9
U017,P313,2.2
U017,P204,4.7
U017,P270,4.3
U017,P214,4.3
U017,P221,4.6
U017,P166,2.8
U017,P209,4.5
U017,P042,4.8
U017,P172,3.0
U017,P054,4.4
U017,P274,3.7
U017,P415,3.8
U017,P297,3.2
U017,P010,3.1
U017,P057,4.9
U017,P461,4.6
U017,P398,1.6
U017,P494,4.0
U017,P217,4.6
U017,P418,5.0
U017,P324,3.0
U017,P402,4.6
U017,P044,4.7
U017,P121,2.1
U017,P399,3.9
U017,P225,4.9
U017,P499,4.7
U017,P233,4.9
U017,P382,3.8
U017,P149,3.2
U017,P053,4.4
U018,P137,3.9
U018,P091,3.6
U018,P268,4.3
U018,P443,4.6
U018,P266,4.3
U018,P074,3.7
U018,P322,2.2
U018,P063,4.0
U018,P262,3.6
U018,P434,2.5
U018,P216,4.7
U018,P487,2.6
U018,P173,3.7
U018,P455,3.8
U018,P184,4.4
U018,P037,3.5
U018,P293,2.8
U018,P185,3.9
U018,P025,3.7
U018,P024,4.1
U018,P191,4.4
U018,P234,3.9
U018,P328,2.5
U018,P210,4.5
U018,P052,3.6
U018,P457,3.9
U018,P108,1.7
U018,P421,2.8
U018,P111,4.3
U018,P347,5.0
U018,P002,2.9
U018,P010,2.5
U018,P384,4.2
U018,P057,4.5
U018,P273,5.0
U018,P479,2.1
U018,P249,3.5
U018,P345,4.7
U018,P038,4.0
U018,P453,3.3
U018,P418,4.4
U018,P106,3.4
U018,P116,4.6
U018,P281,2.3
U018,P424,3.6
U018,P199,4.3
U018,P413,4.7
U018,P261,3.8
U018,P061,4.7
U018,P377,4.2
U018,P470,4.5
U018,P005,3.1
U018,P401,4.7
U018,P053,3.6
U019,P417,4.9
U019,P253,2.3
U019,P146,3.8
U019,P313,4.5
U019,P436,2.4
U019,P254,3.5
U019,P032,3.9
U019,P184,3.6
U019,P315,4.1
U019,P379,4.1
U019,P226,5.0
U019,P185,3.8
U019,P030,3.9
U019,P033,3.7
U019,P179,2.3
U019,P491,3.9
U019,P391,4.2
U019,P459,3.3
U019,P426,3.7
U019,P390,2.6
U019,P171,2.6
U019,P206,4.6
U019,P463,3.8
U019,P405,4.4
U019,P092,4.2
U019,P125,4.5
U019,P418,4.7
U019,P236,3.6
U019,P161,3.2
U019,P399,4.1
U019,P031,4.3
U019,P196,4.6
U019,P079,3.7
U019,P082,1.6
U019,P142,3.6
U019,P244,4.5
U020,P129,3.8
U020,P268,4.4
U020,P101,3.2
U020,P151,5.0
U020,P231,2.0
U020,P017,3.7
U020,P498,1.7
U020,P270,3.8
U020,P427,4.6
U020,P216,5.0
U020,P176,4.7
U020,P183,5.0
U020,P272,5.0
U020,P314,4.5
U020,P295,3.3
U020,P307,4.3
U020,P456,2.2
U020,P381,2.2
U020,P479,3.7
U020,P273,4.6
U020,P230,3.3
U020,P040,3.8
U020,P369,4.0
U020,P014,3.8
U020,P121,5.0
U020,P338,3.5
U020,P198,3.9
U020,P325,2.7
U020,P343,2.4
U020,P476,4.4
U020,P079,4.2
U020,P372,5.0
U021,P129,3.6
U021,P102,3.5
U021,P241,1.6
U021,P268,3.1
U021,P253,2.9
U021,P285,4.5
U021,P229,4.7
U021,P212,4.1
U021,P322,4.5
U021,P468,2.7
U021,P313,3.1
U021,P043,3.9
U021,P318,3.9
U021,P258,2.7
U021,P083,4.7
U021,P090,4.5
U021,P084,3.9
U021,P449,3.6
U021,P107,3.6
U021,P115,2.6
U021,P039,4.2
U021,P480,3.8
U021,P452,4.4
U021,P173,2.3
U021,P037,4.6
U021,P483,4.6
U021,P078,3.7
U021,P138,3.9
U021,P071,1.8
U021,P306,2.4
U021,P103,4.3
U021,P203,4.0
U021,P328,4.2
U021,P234,3.9
U021,P205,3.9
U021,P139,1.7
U021,P298,3.9
U021,P408,4.1
U021,P052,3.0
U021,P201,3.9
U021,P158,3.7
U021,P288,3.7
U021,P488,4.0
U021,P381,4.4
U021,P426,4.0
U021,P459,4.6
U021,P294,4.2
U021,P300,4.3
U021,P331,4.2
U021,P484,4.0
U021,P418,3.5
U021,P225,4.9
U021,P035,4.3
U021,P382,5.0
U021,P476,2.0
U021,P281,4.0
U021,P082,3.6
U021,P228,4.2
U022,P330,4.3
U022,P101,4.3
U022,P174,1.6
U022,P086,3.7
U022,P458,4.0
U022,P441,2.7
U022,P080,4.2
U022,P305,4.4
U022,P058,4.3
U022,P362,2.3
U022,P172,3.0
U022,P047,3.7
U022,P467,4.0
U022,P303,4.6
U022,P334,3.9
U022,P339,4.0
U022,P350,3.6
U022,P106,4.3
U022,P165,3.3
U022,P338,3.9
U022,P044,4.7
U022,P121,2.4
U022,P097,3.2
U022,P109,5.0
U022,P265,4.4
U022,P202,4.7
U022,P412,4.6
U022,P261,4.5
U022,P238,3.5
U022,P401,4.2
U023,P129,4.2
U023,P190,4.3
U023,P200,4.3
U023,P036,4.5
U023,P385,3.7
U023,P099,4.5
U023,P242,3.5
U023,P492,3.9
U023,P126,4.2
U023,P025,4.9
U023,P485,2.2
U023,P274,2.2
U023,P248,3.9
U023,P128,5.0
U023,P381,3.4
U023,P426,4.6
U023,P361,4.5
U023,P407,4.2
U023,P119,2.7
U023,P405,4.3
U023,P363,4.9
U023,P341,3.3
U023,P029,3.9
U023,P418,2.9
U023,P353,4.3
U023,P413,4.8
U023,P181,4.1
U023,P368,4.0
U023,P186,4.7
U023,P150,1.9
U023,P218,3.6
U024,P310,2.8
U024,P275,4.8
U024,P190,3.7
U024,P020,2.8
U024,P229,3.9
U024,P497,4.7
U024,P036,4.0
U024,P043,4.6
U024,P056,4.5
U024,P034,4.6
U024,P262,3.5
U024,P460,2.3
U024,P136,3.9
U024,P480,3.2
U024,P245,3.8
U024,P184,4.4
U024,P019,3.1
U024,P046,4.1
U024,P371,2.6
U024,P379,4.0
U024,P143,2.5
U024,P071,3.6
U024,P033,5.0
U024,P352,2.7
U024,P209,4.9
U024,P448,1.5
U024,P408,4.1
U024,P152,2.6
U024,P491,3.9
U024,P182,4.0
U024,P400,4.4
U024,P147,4.4
U024,P207,3.9
U024,P384,4.0
U024,P407,3.9
U024,P493,4.5
U024,P461,4.2
U024,P342,1.9
U024,P230,4.5
U024,P284,3.8
U024,P048,4.8
U024,P022,4.7
U024,P194,4.5
U024,P287,3.1
U024,P418,4.9
U024,P291,2.4
U024,P187,3.8
U024,P276,4.9
U024,P261,4.2
U024,P105,2.6
U024,P422,4.0
U024,P198,4.1
U024,P238,4.6
U024,P382,4.9
U024,P005,3.4
U024,P186,4.7
U024,P277,4.7
U024,P411,4.6
U024,P142,3.2
U025,P321,4.0
U025,P146,3.6
U025,P330,5.0
U025,P473,3.8
U025,P036,3.6
U025,P145,4.9
U025,P270,1.6
U025,P084,4.1
U025,P296,4.7
U025,P216,4.6
U025,P482,5.0
U025,P049,4.5
U025,P327,4.1
U025,P301,5.0
U025,P068,2.5
U025,P362,3.7
U025,P376,3.8
U025,P299,4.1
U025,P410,3.2
U025,P243,3.2
U025,P103,4.3
U025,P295,4.5
U025,P279,4.0
U025,P054,1.9
U025,P408,4.3
U025,P169,2.8
U025,P415,4.6
U025,P421,2.1
U025,P012,1.5
U025,P002,1.6
U025,P282,3.9
U025,P207,4.5
U025,P303,4.3
U025,P040,4.3
U025,P418,4.7
U025,P291,3.9
U025,P044,4.0
U025,P060,2.2
U025,P050,4.9
U025,P325,4.6
U025,P035,3.7
U025,P280,4.7
U025,P089,4.1
U025,P372,3.4
U026,P419,3.9
U026,P155,4.9
U026,P266,4.5
U026,P469,4.7
U026,P045,2.3
U026,P130,2.5
U026,P173,3.7
U026,P013,4.1
U026,P176,4.6
U026,P500,2.7
U026,P076,4.8
U026,P420,2.3
U026,P180,4.6
U026,P052,3.5
U026,P457,3.8
U026,P012,4.3
U026,P066,5.0
U026,P158,4.3
U026,P246,3.7
U026,P175,3.9
U026,P369,3.8
U026,P223,3.1
U026,P392,4.9
U026,P161,4.8
U026,P077,3.6
U026,P276,4.6
U026,P269,3.8
U026,P018,3.9
U026,P154,4.5
U026,P015,4.4
U026,P159,4.8
U026,P368,2.0
U026,P465,4.6
U026,P333,3.3
U026,P439,2.9
U026,P009,4.2
U027,P241,4.6
U027,P145,4.0
U027,P385,3.8
U027,P477,4.0
U027,P227,3.6
U027,P492,4.8
U027,P224,4.6
U027,P183,3.5
U027,P378,4.3
U027,P314,4.4
U027,P290,3.3
U027,P437,2.2
U027,P122,3.8
U027,P123,3.8
U027,P139,2.9
U027,P279,2.1
U027,P490,2.9
U027,P169,3.9
U027,P457,2.3
U027,P274,4.6
U027,P066,2.7
U027,P359,4.6
U027,P278,3.3
U027,P206,4.2
U027,P286,3.3
U027,P202,4.0
U027,P187,3.7
U027,P357,4.3
U027,P261,3.8
U027,P196,4.8
U027,P093,5.0
U027,P375,3.9
U027,P368,4.3
U027,P079,4.8
U027,P380,3.6
U027,P051,4.7
U028,P129,4.3
U028,P285,4.0
U028,P036,3.8
U028,P385,3.2
U028,P034,4.8
U028,P428,4.5
U028,P197,4.8
U028,P107,3.4
U028,P167,1.7
U028,P173,2.4
U028,P263,2.9
U028,P414,3.6
U028,P140,1.5
U028,P289,1.9
U028,P126,4.2
U028,P025,4.2
U028,P024,4.7
U028,P033,4.3
U028,P205,4.8
U028,P180,1.7
U028,P408,4.3
U028,P457,1.6
U028,P421,3.8
U028,P023,4.8
U028,P359,4.8
U028,P320,4.2
U028,P409,3.6
U028,P361,3.6
U028,P273,3.8
U028,P405,4.8
U028,P211,4.3
U028,P208,3.5
U028,P022,4.9
U028,P038,4.0
U028,P402,4.9
U028,P366,4.4
U028,P413,4.6
U028,P061,3.3
U028,P093,4.1
U028,P476,3.6
U028,P401,3.7
U028,P332,2.1
U028,P193,4.8
U029,P404,3.6
U029,P091,4.9
U029,P285,4.2
U029,P101,4.6
U029,P323,3.7
U029,P313,3.6
U029,P145,4.1
U029,P036,4.3
U029,P473,2.8
U029,P447,3.7
U029,P374,1.7
U029,P487,4.3
U029,P058,3.0
U029,P140,3.5
U029,P328,4.8
U029,P352,3.5
U029,P222,4.1
U029,P425,3.4
U029,P052,3.3
U029,P170,2.9
U029,P297,5.0
U029,P320,3.9
U029,P094,4.3
U029,P361,4.5
U029,P175,1.9
U029,P230,3.9
U029,P088,3.9
U029,P048,3.7
U029,P338,3.8
U029,P402,3.9
U029,P220,3.9
U029,P199,4.7
U029,P070,2.4
U029,P177,3.9
U029,P435,4.6
U029,P446,2.7
U029,P159,3.0
U029,P411,4.2
U029,P089,3.7
U029,P354,3.5
U030,P137,3.3
U030,P473,3.5
U030,P034,3.6
U030,P056,5.0
U030,P100,2.7
U030,P227,4.1
U030,P451,4.3
U030,P336,4.9
U030,P289,4.5
U030,P376,2.9
U030,P370,3.5
U030,P205,4.0
U030,P210,4.8
U030,P248,2.8
U030,P282,4.5
U030,P278,3.6
U030,P467,3.4
U030,P316,3.1
U030,P284,4.0
U030,P334,4.5
U030,P304,3.6
U030,P495,4.0
U030,P089,4.5
U030,P405,4.1
U030,P438,4.6
U030,P286,4.9
U030,P389,2.6
U030,P267,3.5
U030,P418,3.9
U030,P281,4.3
U030,P271,4.3
U030,P133,3.0
U030,P156,2.9
U030,P261,4.2
U030,P406,4.1
U030,P325,4.7
U030,P110,4.4
U030,P499,4.3
U030,P195,4.0
U030,P096,1.6
U030,P401,3.7
U030,P193,4.1
U031,P095,4.4
U031,P404,4.7
U031,P137,2.8
U031,P098,4.0
U031,P190,3.8
U031,P091,3.7
U031,P127,4.5
U031,P443,2.7
U031,P146,4.9
U031,P218,4.0
U031,P204,4.1
U031,P100,4.1
U031,P395,3.7
U031,P469,2.4
U031,P197,4.2
U031,P214,3.8
U031,P032,4.5
U031,P482,3.5
U031,P327,3.8
U031,P301,3.0
U031,P026,4.5
U031,P224,2.3
U031,P189,3.9
U031,P312,3.7
U031,P314,4.1
U031,P143,1.9
U031,P410,4.1
U031,P306,4.4
U031,P122,4.4
U031,P420,4.1
U031,P209,4.2
U031,P192,4.3
U031,P153,3.8
U031,P408,4.9
U031,P491,3.8
U031,P094,3.8
U031,P303,2.2
U031,P319,3.8
U031,P284,3.6
U031,P358,4.4
U031,P208,4.8
U031,P217,4.9
U031,P038,4.2
U031,P281,2.0
U031,P003,2.5
U031,P412,4.3
U031,P406,4.5
U031,P454,2.5
U031,P422,4.2
U031,P093,4.6
U031,P499,4.2
U031,P015,1.9
U031,P368,4.3
U031,P149,3.5
U031,P401,3.8
U031,P053,1.6
U032,P321,4.7
U032,P017,3.0
U032,P436,4.0
U032,P447,4.6
U032,P296,4.4
U032,P449,3.7
U032,P480,3.7
U032,P452,3.8
U032,P049,3.8
U032,P327,3.6
U032,P305,4.0
U032,P451,3.9
U032,P482,4.3
U032,P104,4.0
U032,P232,4.6
U032,P179,2.2
U032,P192,3.9
U032,P075,3.6
U032,P111,4.0
U032,P278,4.5
U032,P426,3.6
U032,P390,3.9
U032,P319,3.5
U032,P304,4.9
U032,P239,4.0
U032,P217,4.8
U032,P292,3.7
U032,P450,4.8
U032,P283,3.9
U032,P165,3.3
U032,P396,3.6
U032,P265,3.4
U032,P050,4.5
U032,P031,4.2
U032,P093,2.9
U032,P325,3.9
U032,P149,4.1
U032,P439,4.2
U032,P247,3.1
U033,P137,4.8
